City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,reisterstown,39.4696,-76.8294,29.53,78,96,1.34,US,1723055324
361,malango,-2.9627,119.9001,18.2,100,94,0.83,ID,1723055326
362,soe,-9.8607,124.284,16.57,91,26,2.2,ID,1723055327
363,fuglafjordur,62.244,-6.814,12.26,94,68,5.21,FO,1723055328
364,ixtapa,20.7,-105.2,32.35,70,40,2.57,MX,1723055330
365,nemuro,43.3236,145.575,17.71,100,100,5.16,JP,1723055331
366,pathein,16.7833,94.7333,25.17,93,99,2.26,MM,1723055332
367,kalmunai,7.4167,81.8167,27.43,86,11,1.9,LK,1723055333
368,longquan,24.6719,102.1613,18.39,96,5,1.69,CN,1723055334
369,el granada,37.5027,-122.4694,29.04,63,20,2.57,US,1723055335
370,catio,11.2833,-15.25,26.66,83,99,4.9,GW,1723055337
371,qamdo,31.1667,97.2333,9.98,72,86,2.58,CN,1723055339
372,krasnovishersk,60.4078,57.082,11.53,84,97,1.14,RU,1723055340
373,nova praha,48.5682,32.9027,20.87,55,55,1.8,UA,1723055341
374,saldanha,-33.0117,17.9442,12.03,89,0,2.78,ZA,1723055342
375,collie,-33.3667,116.15,7.12,93,2,1.05,AU,1723055343
376,ingeniero guillermo n. juarez,-23.9,-61.85,14.57,68,100,6.55,AR,1723055344
377,labasa,-16.4167,179.3833,19.15,73,8,3.13,FJ,1723055345
378,sinabang,2.4803,96.3801,26.41,82,98,2.16,ID,1723055346
379,ketchikan,55.3422,-131.6461,15.75,62,5,1.41,US,1723055348
380,maintirano,-18.0667,44.0167,23.23,80,0,2.18,MG,1723055349
381,olyokminsk,60.3736,120.4264,12.02,65,12,1.63,RU,1723055351
382,elda,38.4778,-0.7916,29.47,32,0,2.23,ES,1723055352
383,mil'kovo,55.6078,37.7956,20.75,68,100,2.41,RU,1723055353
384,conde,-7.2597,-34.9075,26.7,69,75,8.75,BR,1723055354
385,nema,57.5067,50.5011,15.65,97,96,2.39,RU,1723055355
386,welland,42.9834,-79.2496,26.16,54,0,9.26,CA,1723055356
387,kismayo,-0.3582,42.5454,25.04,82,99,7.71,SO,1723055357
388,broome,42.2506,-75.833,22.89,75,100,3.6,US,1723055359
389,port macquarie,-31.4333,152.9167,8.83,81,97,2.08,AU,1723055360
390,hirara,24.8,125.2833,28.15,94,100,2.06,JP,1723055361
391,jinghong,21.991,100.7341,22.3,99,98,1.0,CN,1723055362
392,tsiombe,-25.3,45.4833,20.02,79,93,6.25,MG,1723055363
393,iwanai,42.9744,140.5089,23.39,97,100,0.4,JP,1723055364
394,lauro de freitas,-12.8944,-38.3272,23.01,88,75,4.63,BR,1723055359
395,zhangye,38.9342,100.4517,26.43,30,100,3.04,CN,1723055366
396,sirur,18.8333,74.3833,23.17,84,100,6.18,IN,1723055367
397,sallisaw,35.4604,-94.7875,35.08,43,0,3.09,US,1723055199
398,pirallahi,40.4723,50.333,27.08,78,0,12.66,AZ,1723055370
399,thunder bay,48.4001,-89.3168,24.95,47,75,6.17,CA,1723055371
400,berdigestyakh,62.0989,126.6992,6.81,93,11,1.56,RU,1723055372
401,karachi,24.9056,67.0822,28.9,74,40,6.17,PK,1723055373
402,regina,50.4501,-104.6178,16.99,49,75,7.2,CA,1723054979
403,quellon,-43.1167,-73.6167,8.64,78,30,2.23,CL,1723055375
404,askoy,60.4092,5.226,18.16,68,40,5.66,NO,1723055376
405,al hayy,32.1735,46.0433,40.35,11,0,6.66,IQ,1723055377
406,tidjikja,18.5564,-11.4271,35.13,32,81,5.16,MR,1723055378
407,alamos,27.0167,-108.9333,31.14,50,100,1.94,MX,1723055380
408,santana,-0.0583,-51.1817,34.1,59,40,4.63,BR,1723055381
409,bhatgaon,21.15,81.7,23.67,95,100,4.0,IN,1723055382
410,hadibu,12.65,54.0333,25.98,81,21,8.16,YE,1723055383
411,mundri,-6.9558,111.71,23.62,87,4,2.4,ID,1723055384
412,noumea,-22.2763,166.4572,21.11,99,100,4.73,NC,1723055385
413,castillos,-34.1667,-53.8333,15.01,63,100,5.15,UY,1723055386
414,libreville,0.3925,9.4537,25.01,83,40,3.6,GA,1723055387
415,hilo,19.7297,-155.09,26.17,80,75,3.13,US,1723055388
416,yemel'yanovo,56.1681,92.6767,17.45,88,0,2.0,RU,1723055389
417,mount pearl,47.5166,-52.7813,21.92,62,75,7.72,CA,1723055391
418,san luis,-33.295,-66.3356,9.35,35,34,7.79,AR,1723055392
419,loreto,22.2667,-101.9667,25.91,33,31,1.27,MX,1723055393
420,bonthe,7.5264,-12.505,26.25,76,96,4.89,SL,1723055394
421,bom jesus,-9.0744,-44.3586,35.96,16,55,1.94,BR,1723055395
422,revda,56.801,59.9303,14.57,98,100,3.91,RU,1723055396
423,chui,-33.6971,-53.4616,15.1,71,100,5.19,UY,1723055397
424,wanning,18.8003,110.3967,26.34,85,3,3.77,CN,1723055398
425,shira,54.4911,89.9531,15.3,80,88,2.49,RU,1723055399
426,mount sterling,38.0565,-83.9433,31.03,68,75,0.0,US,1723055401
427,kerikeri,-35.2268,173.9474,9.12,88,75,1.81,NZ,1723055402
428,new norfolk,-42.7826,147.0587,9.72,94,100,1.33,AU,1723055403
429,paradip garh,20.3167,86.6167,26.89,84,76,2.75,IN,1723055404
430,qarazhal,48.0078,70.7903,25.31,38,44,3.61,KZ,1723055405
431,tabuk,17.4189,121.4443,23.78,86,65,1.82,PH,1723055406
432,reuleuet,5.2167,96.2833,27.08,77,100,1.63,ID,1723055407
433,rouyn-noranda,48.2398,-79.0288,22.05,40,40,2.06,CA,1723055396
434,opuwo,-18.0607,13.84,22.15,18,0,1.06,NA,1723055409
435,kaa-khem,51.6833,94.7333,15.09,64,26,1.85,RU,1723055410
436,alice springs,-23.7,133.8833,7.75,76,0,2.57,AU,1723055412
437,zaozersk,69.4005,32.4476,13.38,70,8,1.31,RU,1723055413
438,withernsea,53.7311,0.0335,19.14,64,100,5.65,GB,1723055414
439,kirakira,-10.4544,161.9205,25.63,85,100,6.5,SB,1723055415
440,siwa oasis,29.2041,25.5195,34.77,20,0,3.3,EG,1723055416
441,big bend,-26.8167,31.9333,15.86,90,0,1.33,SZ,1723055417
442,nishinoomote,30.7333,131.0,29.35,77,10,4.97,JP,1723055418
443,valparaiso,-33.0393,-71.6273,14.13,53,20,4.12,CL,1723055170
444,mukalla,14.5425,49.1242,31.7,53,55,6.28,YE,1723055421
445,santa terezinha,-29.9002,-50.0904,17.54,83,100,6.01,BR,1723055422
446,posto fiscal rolim de moura,-13.0833,-62.2667,37.18,23,38,2.41,BR,1723055423
447,piacabucu,-10.4056,-36.4344,25.62,67,0,3.61,BR,1723055424
448,bagayevskaya,47.32,40.38,22.49,50,92,1.23,RU,1723055425
449,kalispell,48.1958,-114.3129,21.21,69,75,7.2,US,1723055167
450,ivdel',60.6911,60.4206,7.27,96,4,2.0,RU,1723055427
451,shimoda,34.6667,138.95,25.61,85,0,0.9,JP,1723055428
452,melilla,35.2937,-2.9383,29.11,78,0,2.06,ES,1723055429
453,cambridge,43.3601,-80.3127,25.02,50,0,4.12,CA,1723055280
454,kalix,65.853,23.1565,15.22,66,5,1.76,SE,1723055432
455,vuktyl,63.8567,57.3094,11.36,66,6,1.8,RU,1723055433
456,eyl,7.9803,49.8164,25.45,82,8,11.65,SO,1723055435
457,floro,61.5996,5.0328,18.04,68,40,6.69,NO,1723055436
458,mazagao,-0.115,-51.2894,34.03,39,27,2.19,BR,1723055437
459,brandon,27.9378,-82.2859,34.39,73,75,4.63,US,1723055215
460,east london,-33.0153,27.9116,17.52,63,0,2.06,ZA,1723055427
461,yanam,16.7333,82.2167,24.18,95,100,2.58,IN,1723055440
462,anastasiyevskaya,45.2158,37.8926,24.27,64,0,2.86,RU,1723055442
463,sakon nakhon,17.3333,103.8333,24.96,91,42,1.39,TH,1723055443
464,dubbo,-32.25,148.6167,3.07,100,0,3.6,AU,1723055445
465,hami,42.8,93.45,23.6,49,100,4.53,CN,1723055446
466,cill airne,52.05,-9.5167,15.03,94,75,6.69,IE,1723055447
467,sarkand,45.41,79.9186,21.59,34,1,3.51,KZ,1723055448
468,joshimath,30.5667,79.5667,17.6,95,99,0.62,IN,1723055449
469,lijiang,26.8688,100.2207,14.53,95,29,0.89,CN,1723055450
470,kirensk,57.7853,108.1119,15.06,94,15,1.93,RU,1723055452
471,piti village,13.4626,144.6933,28.03,88,0,1.54,GU,1723055453
472,bella vista,36.4295,-94.2316,32.15,45,0,3.6,US,1723055454
473,usta muhammad,28.1794,68.0445,35.59,54,100,3.4,PK,1723055455
474,hafar al-batin,28.4328,45.9708,38.32,7,20,1.54,SA,1723055456
475,clifton,40.8584,-74.1638,19.36,93,100,5.14,US,1723055457
476,bassila,9.0081,1.6654,22.51,94,100,2.03,BJ,1723055458
477,inirida,3.8653,-67.9239,33.81,48,78,0.15,CO,1723055459
478,vanino,49.0869,140.2543,17.65,100,100,1.44,RU,1723055460
479,firestone,40.1125,-104.9366,34.2,34,0,0.45,US,1723055461
480,newman,37.3138,-121.0208,36.25,8,0,0.51,US,1723055463
481,taoudenni,22.6783,-3.9836,43.58,6,0,7.81,ML,1723055464
482,nova sintra,14.8667,-24.7167,25.72,84,83,6.33,CV,1723055466
483,el matama,16.7095,33.3565,29.65,59,100,4.49,SD,1723055467
484,petrinja,45.4375,16.29,27.95,73,90,0.93,HR,1723055468
485,ghanzi,-21.5667,21.7833,19.82,20,0,2.53,BW,1723055469
486,maisi,43.0395,41.2621,15.65,86,34,2.63,GE,1723055470
487,montelibano,7.9829,-75.4229,29.3,76,98,2.85,CO,1723055471
488,callao,-12.0667,-77.15,18.18,72,100,3.09,PE,1723055310
489,pisco,-13.7,-76.2167,19.45,68,75,4.63,PE,1723055474
490,sarupathar,26.1984,93.8094,24.9,98,100,2.55,IN,1723055475
491,lepsy,46.235,78.9456,27.62,27,97,2.81,KZ,1723055476
492,steinbach,50.1667,8.5667,23.73,72,20,4.63,DE,1723055252
493,eastman,32.1977,-83.1777,32.57,62,75,3.09,US,1723055479
494,lompoc,34.6391,-120.4579,31.08,60,0,2.24,US,1723055481
495,garissa,-0.4536,39.6401,25.23,68,99,8.5,KE,1723055482
496,polyarnyy,69.1989,33.4478,15.3,58,8,1.84,RU,1723055483
497,amga,60.8953,131.9608,7.45,94,0,0.96,RU,1723055484
498,karratha,-20.7377,116.8463,20.62,38,4,4.62,AU,1723055485
499,lichuan,30.3,108.85,19.47,96,90,1.44,CN,1723055486
500,marakkanam,12.2,79.95,27.75,78,100,3.78,IN,1723055487
501,peace river,56.2501,-117.286,21.17,68,0,2.06,CA,1723055322
502,tolanaro,-25.0319,46.9987,22.04,78,75,7.2,MG,1723055490
503,tacna,-18.0056,-70.2483,14.11,67,75,3.09,PE,1723055491
504,shahecheng,36.9383,114.5058,22.98,92,100,2.43,CN,1723055492
505,nadvoitsy,63.8667,34.3167,10.92,79,9,2.84,RU,1723055493
506,khmilnyk,49.5598,27.9575,20.48,59,100,2.53,UA,1723055494
507,chonchi,-42.6128,-73.8092,8.56,71,26,0.99,CL,1723055495
508,el colorado,-26.3081,-59.3729,12.67,94,100,4.7,AR,1723055496
509,thinadhoo,0.5333,72.9333,28.52,73,100,1.84,MV,1723055497
510,sao joao da barra,-21.6403,-41.0511,27.05,78,0,10.37,BR,1723055499
511,aketi,2.7388,23.7833,23.6,91,100,0.88,CD,1723055500
512,rongelap,11.1635,166.8941,28.05,76,77,5.23,MH,1723055501
513,viedma,-40.8135,-62.9967,6.62,76,100,9.37,AR,1723055502
514,gamba,-2.65,10.0,21.85,94,96,3.06,GA,1723055503
515,mar del plata,-38.0023,-57.5575,11.01,94,100,5.81,AR,1723055427
516,kineshma,57.4391,42.1289,14.8,95,100,1.97,RU,1723055505
517,maposeni,-10.5833,35.4,19.53,43,2,2.19,TZ,1723055506
518,kununurra,-15.7667,128.7333,18.99,72,94,2.06,AU,1723055507
519,najran,17.4924,44.1277,31.36,41,55,2.93,SA,1723055509
520,hasaki,35.7333,140.8333,26.22,90,100,2.09,JP,1723055510
521,kruisfontein,-34.0033,24.7314,12.71,46,5,2.62,ZA,1723055511
522,akdagmadeni,39.6603,35.8836,17.65,79,0,2.78,TR,1723055512
523,kone,-21.0595,164.8658,18.11,80,100,3.09,NC,1723055514
524,rudnyy,52.9594,63.1206,20.13,91,100,3.12,KZ,1723055515
525,goz beida,13.95,20.55,25.62,81,100,1.45,TD,1723055517
526,kawalu,-7.3817,108.2082,21.91,95,99,0.29,ID,1723055518
527,gore,-46.1028,168.9436,6.3,96,100,0.3,NZ,1723055519
528,la'ie,21.6477,-157.9253,27.98,75,7,5.36,US,1723055816
529,ash shafa,21.0694,40.3119,19.08,59,100,1.38,SA,1723055817
530,bratsk,56.1325,101.6142,15.27,94,99,2.36,RU,1723055819
531,ardabil,38.2498,48.2933,19.75,60,0,5.14,IR,1723055820
532,nuku'alofa,-21.1333,-175.2,20.19,68,20,3.6,TO,1723055592
533,san rafael,-34.6177,-68.3301,11.26,27,90,6.04,AR,1723055604
534,baardheere,2.3446,42.2764,26.4,69,100,9.74,SO,1723055823
535,tulun,54.5611,100.5792,12.27,93,14,1.64,RU,1723055825
536,kinik,39.0872,27.3833,27.95,59,0,4.91,TR,1723055826
537,puerto cabezas,14.0351,-83.3888,32.98,58,40,9.26,NI,1723055828
538,itoman,26.1247,127.6694,28.94,100,0,1.54,JP,1723055829
539,cannes,43.55,7.0167,29.53,75,0,2.57,FR,1723055830
540,usogorsk,63.4106,48.6872,12.2,63,8,1.94,RU,1723055831
541,craig,40.5153,-107.5464,28.79,15,85,5.68,US,1723055832
542,ryotsu-minato,38.0833,138.4333,23.31,86,93,1.11,JP,1723055833
543,portland,45.5234,-122.6762,23.85,64,40,4.63,US,1723055507
544,amalapuram,16.5833,82.0167,24.24,95,100,2.28,IN,1723055835
545,queenstown,-31.8976,26.8753,12.88,28,52,3.25,ZA,1723055836
546,talakag,8.2336,124.6003,24.09,98,100,1.61,PH,1723055837
547,carai,-17.1889,-41.6947,22.6,61,79,3.18,BR,1723055838
548,ayaviri,-14.8864,-70.5889,14.33,11,0,6.6,PE,1723055840
549,inhambane,-23.865,35.3833,20.99,83,20,0.0,MZ,1723055841
550,jianshui,23.6363,102.8264,19.19,97,21,2.17,CN,1723055842
551,batang,-6.4846,110.7083,25.41,81,1,2.38,ID,1723055843
552,udalguri,26.7667,92.1333,25.73,92,100,1.74,IN,1723055844
553,sovetskiy,61.3614,63.5842,9.69,74,0,2.11,RU,1723055845
554,seydisehir,37.4193,31.8453,25.38,41,99,0.9,TR,1723055848
555,idri,27.5,13.2667,34.66,12,6,5.43,LY,1723055849
556,mersing,2.4312,103.8405,23.95,94,20,2.06,MY,1723055850
557,bunia,1.5667,30.25,19.68,72,12,0.62,CD,1723055851
558,ometepec,16.6833,-98.4167,31.73,52,32,2.15,MX,1723055852
559,tateyama,34.9833,139.8667,26.34,89,8,1.39,JP,1723055853
560,tuy hoa,13.0833,109.3,26.07,82,64,1.83,VN,1723055854
561,kovdor,67.5662,30.4758,13.28,57,5,2.44,RU,1723055591
562,keetmanshoop,-26.5833,18.1333,15.91,9,0,1.77,NA,1723055790
563,arkhangel'sk,64.5401,40.5433,15.06,72,0,2.0,RU,1723055857
564,armacao de buzios,-22.7469,-41.8817,32.03,71,0,10.88,BR,1723055859
565,ichhawar,23.0167,77.0167,24.46,89,100,3.47,IN,1723055860
566,biltine,14.5333,20.9167,24.5,84,100,2.01,TD,1723055861
567,ballina,-28.8667,153.5667,9.88,74,25,3.0,AU,1723055862
568,lanzhou,36.0564,103.7922,25.74,55,100,1.46,CN,1723055863
569,kapit,2.0167,112.9333,22.51,99,37,0.45,MY,1723055864
570,saint-pierre,-21.3393,55.4781,19.82,73,0,3.09,RE,1723055865
571,san jose de jachal,-30.2406,-68.7469,7.0,45,100,4.06,AR,1723055866
572,acarau,-2.8856,-40.12,28.81,63,0,9.06,BR,1723055867
573,sungailiat,-1.85,106.1333,26.65,83,100,3.19,ID,1723055869
574,al kharijah,25.4514,30.5464,34.84,18,0,4.84,EG,1723055870
575,argo,37.6333,22.7333,30.99,61,2,0.22,GR,1723055871
576,santa elena de uairen,4.6167,-61.1333,25.09,67,41,4.59,VE,1723055872
577,lorengau,-2.0226,147.2712,27.45,80,5,4.39,PG,1723055873
578,maputo,-25.9653,32.5892,20.82,73,0,5.66,MZ,1723055821
579,kingman,35.1894,-114.053,31.81,38,0,7.2,US,1723055875
580,mata-utu,-13.2816,-176.1745,25.77,67,34,9.5,WF,1723055876
